"PA" "lAltitude" "lMeanDepth" "lalkalinity" "lcolour" "logtp" "meantemp"
"119" 1 4.21950770517611 1.79175946922805 1.50851199384414 3.36729582998647 3.04452 18.23
"121" 1 3.8286413964891 1.48160454092422 1.03673688495002 2.63188884013665 3.71357 19.5
"123" 1 2.07944154167984 -0.510825623765991 0.548121408509688 3.19867311755068 4.66814 17.46
"124" 1 3.46573590279973 0.182321556793955 0.824175442966349 4.44029554279786 6.66696 16.7
"125" 1 5.18738580584075 -0.916290731874155 -0.3955197277623 3.02852209653827 3.01226 19.945
"126" 1 5.18738580584075 -0.916290731874155 -0.371063681390832 3.48124008933569 3.54096 18.955
"127" 0 5.18738580584075 -0.916290731874155 -0.301105092783922 3.54095932403731 3.49651 15.45
"128" 1 2.07944154167984 0.78845736036427 0.598836501088704 3.09104245335832 6.33771 15.895
"129" 1 2.07944154167984 0.78845736036427 0.683096844706444 3.23867845216438 6.92461 18.255
"130" 1 2.07944154167984 0.78845736036427 0.712949807856125 3.04452243772342 6.28227 14.805
"131" 1 2.19722457733622 0.405465108108164 0.678033542749897 3.88156379794344 4.39445 16.55
"132" 1 2.19722457733622 0.405465108108164 0.751416088683921 3.17805383034795 4.07754 14.625
"133" 1 2.19722457733622 0.405465108108164 0.916290731874155 3.29583686600433 4.99721 19.08
"134" 1 4.34380542185368 0.53062825106217 -3.68887945411394 4.29182836675573 5.40717 19.4
"135" 1 4.34380542185368 0.53062825106217 -2.15416508787577 4.2312037449393 5.12396 14.4
"136" 1 2.07944154167984 -0.510825623765991 0.725938616284861 3.57421654588725 4.07754 16.18
"137" 1 2.07944154167984 -0.510825623765991 0.770108221696074 3.13549421592915 1.09861 17.71333333
"138" 1 2.07944154167984 -0.510825623765991 0.963174317773006 3.65065824129374 4.37576 13.865
"139" 1 4.65396035015752 2.09186406167839 -1.67664666212755 1.79175946922805 2.44235 16.25
"140" 1 4.65396035015752 2.09186406167839 -1.66600826392249 2.19722457733622 2.77259 16.42333333
"141" 1 4.65396035015752 2.09186406167839 -1.6094379124341 1.6094379124341 2.77259 18.84
"142" 1 5.08140436498446 1.02961941718116 0.359770148846035 3.45315712059287 4.48864 17.8
"143" 1 5.08140436498446 1.02961941718116 0.420025259439494 3.48737507790321 4.63473 14.95
"144" 1 5.7037824746562 0.0953101798043249 -2.68824757380603 2.39789527279837 2.14007 16.385
"145" 0 5.7037824746562 0.0953101798043249 -2.47693848013882 2.63905732961526 2.74084 14.715
"146" 1 5.7037824746562 0.0953101798043249 -2.40794560865187 1.94591014905531 2.56495 15.9
"147" 1 5.91350300563827 1.22377543162212 -2.16282315061889 2.07944154167984 2.60269 16.02
"148" 1 4.95582705760126 3.11794990627824 -2.74887219562247 1.79175946922805 2.30259 14.84
"149" 0 4.95582705760126 3.11794990627824 -2.6394574096366 2.15948424939183 1.94591 18.03
"150" 0 4.95582705760126 3.11794990627824 -2.57702193869581 2.14006616349627 2.80336 15.78
"151" 1 4.95582705760126 3.11794990627824 -2.36446049671213 1.79175946922805 2.70805 17.09
"152" 1 6.12029741895095 2.04122032885964 -3.57555076880693 3.25809653802148 2.25129 14.85
"153" 1 6.12029741895095 2.04122032885964 -3.32785398743795 3.23212105148664 2.19722 13.37333333
"154" 1 6.12029741895095 2.04122032885964 -3.27016911925575 3.36729582998647 2.48491 13.08
"157" 0 4.85981240436167 -0.356674943938732 -0.843970070294529 3.3499040872746 3.68888 17.56
"158" 1 4.85981240436167 -0.356674943938732 -0.7339691750802 3.11351530921037 3.86073 15.2
"159" 1 4.36944785246702 0.832909122935104 0.482426149244293 3.25809653802148 7.08757 22.4
"160" 1 5.06259503302697 3.17805383034795 -1.91596307268736 3.52636052461616 2.89037 17.23
"161" 0 5.06259503302697 3.17805383034795 -1.91054300521802 3.17805383034795 3.21888 16.8
"162" 1 5.06259503302697 3.17805383034795 -1.76026080216868 3.38439026334577 3.21888 15.49
"163" 1 4.58496747867057 2.02814824729229 0.832909122935104 2.70136121295141 7.00307 17.8
"164" 1 4.58496747867057 2.02814824729229 0.837247524533702 2.81241021642645 6.99164 16.95
"165" 1 4.56434819146784 1.7227665977411 0.667829372575655 2.79116510781272 6.56315 17.7
"166" 1 4.56434819146784 1.7227665977411 0.68208623320052 2.70805020110221 5.95584 17.3
"167" 1 4.47733681447821 1.30833281965018 1.01160091167848 2.82137888640921 4.85981 16.7
"170" 0 5.54126354515843 2.58021682959233 -2.59026716544583 3.03974915897077 1.60944 19.1
"171" 1 0 0.262364264467491 0.877799352692182 2.89037175789616 4.57985 18.99
"173" 0 4.20469261939097 -0.510825623765991 1.29198368164865 3.20680324363393 5.45532 14.9
"174" 1 4.20469261939097 -0.510825623765991 1.46787434811231 0.22314355131421 5.95324 16.9
"176" 1 0.693147180559945 0.916290731874155 1.17249761699091 2.56494935746154 4.11087 19.525
"177" 1 0.693147180559945 0.916290731874155 1.19361939224644 2.60268968544438 4.45899 20.128
"178" 0 0.693147180559945 -0.22314355131421 0.494696241836107 2.77258872223978 2.94444 18.87
"179" 1 0.693147180559945 -0.22314355131421 0.684963787751926 2.77258872223978 2.97041 21.47
"180" 1 4.44265125649032 0.336472236621213 -2.16892870818137 2.2512917986065 3.66356 14.82
"181" 1 4.44265125649032 2.35137525716348 0.73716406597672 1.32840038270099 3.4012 22.25
"182" 1 5.02388052084628 1.30833281965018 0.451075619360217 2.37954613413017 3.98898 17.8
"183" 1 5.02388052084628 1.30833281965018 0.656483196188354 2.77881927199042 3.17805 13
"184" 1 4.35670882668959 1.80828877117927 0.732367893713227 2.02814824729229 4.38203 18.7
"185" 1 4.46590811865458 1.48160454092422 0.85015092936961 2.50959926237837 3.58352 21.5
"186" 0 5.76519110278484 2.31253542384721 -2.97592964625781 3.02042488614436 2.44235 17.055
"187" 1 5.76519110278484 2.31253542384721 -2.89679232569909 3.58351893845611 2.3979 20.14
"188" 1 5.76519110278484 2.31253542384721 -2.78062089393705 3.17805383034795 3.13549 15.89
"189" 0 3.80666248977032 2.27212588550934 1.18172719537862 1.82454929205105 5.30827 19.72
"190" 1 3.80666248977032 2.27212588550934 1.22377543162212 1.94591014905531 5.47227 19.53
"191" 0 3.80666248977032 2.27212588550934 1.24126858906963 1.87180217690159 5.7301 15.01
"192" 1 3.80666248977032 2.27212588550934 1.3244189574018 1.99470031322475 5.22305 17.4
"195" 0 6.04025471127741 1.7404661748405 -3.44201937618241 3.55534806148941 2.70805 14.035
"196" 0 6.04025471127741 1.7404661748405 -3.27016911925575 3.09104245335832 4.62497 12.37
"197" 1 5.71702770140622 0.955511445027436 -2.06830379726938 3.55534806148941 3.80666 16.15
"198" 1 5.71702770140622 0.955511445027436 -2.00991547903123 3.40119738166216 3.71357 15.19
"199" 1 6.05678401322862 0.78845736036427 -2.91877123241786 3.3499040872746 2.30259 18.775
"200" 1 6.05678401322862 0.78845736036427 -2.88240358824699 3.40119738166216 3.66356 20.09
"201" 0 6.05678401322862 0.78845736036427 -2.84043938914796 3.78418963391826 2.56495 16.9
"202" 1 6.08449941307517 1.19392246847243 -2.81341071676004 4.62497281328427 4.61512 13.18
"203" 0 6.08449941307517 1.19392246847243 -2.3434070875143 4.54329478227 2.99573 21.02
"204" 1 3.55534806148941 2.05412373369555 0.151286582212608 2.01490302054226 4.34381 18.28
"205" 1 3.55534806148941 2.05412373369555 0.5607579925142 2.02814824729229 5.0626 16.71
"206" 1 3.55534806148941 2.05412373369555 0.64009971693783 2.23001440015921 4.23411 15.02
"207" 1 5.72031177660741 2.31253542384721 -0.776528789498996 2.91777073208428 2.89037 16.525
"208" 1 5.72031177660741 2.31253542384721 -0.71498387516912 2.77258872223978 2.70805 19.04
"209" 1 5.72031177660741 2.31253542384721 -0.713349887877465 3.02042488614436 3.49651 15.285
"210" 1 5.04985600724954 0.693147180559945 0.920282753143692 3.04452243772342 4.70953 18.035
"211" 1 5.04985600724954 0.693147180559945 0.964242449407327 2.99573227355399 5.38679 19.285
"212" 1 5.04985600724954 0.693147180559945 0.985816794522765 2.83321334405622 5.13874 16.475
"213" 1 5.04985600724954 0.693147180559945 1.06471073699243 3.2188758248682 5.17048 15.03
"214" 1 4.17438726989564 -0.22314355131421 1.09192330051731 2.60268968544438 4.08598 17.53
"216" 1 4.02535169073515 1.75785791755237 1.19392246847243 2.30258509299405 6.1334 20.26
"217" 1 4.45434729625351 0.741937344729377 0.113328685307003 1.63899671467564 2.83321 15.925
"218" 1 0.693147180559945 -0.510825623765991 0.76313955237998 2.77258872223978 3.2581 20.05333333
"219" 1 0.693147180559945 -0.510825623765991 0.841567185678219 2.77258872223978 3.93183 20.87333333
"220" 1 0.693147180559945 -0.510825623765991 1.09861228866811 3.13549421592915 2.94444 15.45
"221" 0 0.693147180559945 -0.510825623765991 1.16106425947278 2.89037175789616 4.36945 19.945
"223" 1 2.70805020110221 0 -0.083381608939051 2.56494935746154 3.58352 17.425
"224" 1 2.70805020110221 0 0.512823626428664 2.19722457733622 2.67415 22.29
"225" 1 4.02535169073515 1.45861502269952 1.11841491596429 1.84054963339749 5.29832 16.08
"226" 0 2.484906649788 0.832909122935104 0.29266961396282 0.22314355131421 2.94444 19.9
"227" 1 2.484906649788 0.832909122935104 0.576613364303994 0.22314355131421 2.07944 15.15
"228" 1 2.484906649788 0.832909122935104 0.732367893713227 0.22314355131421 2.99573 18.12
"229" 1 4.18965474202643 1.85629799036563 0.688134638736401 2.30258509299405 5.32545 17.315
"230" 1 4.93447393313069 1.06471073699243 0.131028262406404 1.94591014905531 3.41773 18.875
"231" 1 4.93447393313069 1.06471073699243 0.231111720963387 2.16332302566054 2.63906 18.76
"232" 1 3.98898404656427 -0.510825623765991 0.770108221696074 2.89037175789616 5.18178 19.325
"233" 0 3.98898404656427 -0.510825623765991 0.797507195884188 2.83321334405622 2.70805 23.05666667
"234" 1 3.98898404656427 -0.510825623765991 0.85015092936961 3.24519313331544 4.8828 15.07
"235" 1 4.11087386417331 -0.22314355131421 0.425267735404344 2.94443897916644 4.32413 18.705
"236" 1 4.11087386417331 -0.22314355131421 0.431782416425538 3.25809653802148 5.18739 21.6175
"237" 1 4.11087386417331 -0.22314355131421 0.453194392283042 3.14988295323839 4.92362 16.77555556
"238" 1 4.11087386417331 -0.22314355131421 0.542324290825362 2.63905732961526 3.66356 20.264
"240" 0 4.54329478227 0.741937344729377 1.02961941718116 0.22314355131421 4.12713 19.27
"241" 0 4.54329478227 0.741937344729377 1.29198368164865 1.3415584672785 2.52573 19.87
"242" 0 2.77258872223978 -0.510825623765991 1.24703229378638 5.27811465923052 3.55535 13.795
"243" 0 2.77258872223978 -0.510825623765991 1.46325540225602 0.22314355131421 3.55535 17.11
"244" 0 3.46573590279973 0 -1.34707364796661 3.25809653802148 3.46574 19.41
"245" 0 1.6094379124341 -0.693147180559945 -1.27296567581289 3.40119738166216 4.7185 20.4
"246" 1 1.6094379124341 -0.693147180559945 -1.13943428318836 3.58351893845611 1.38629 17.64
"247" 1 1.6094379124341 -0.693147180559945 -0.776528789498996 3.98898404656427 3.17805 16.5
"248" 1 1.6094379124341 -0.693147180559945 -0.653926467406664 3.58351893845611 3.85015 18.85
"249" 1 5.59098698051086 -0.916290731874155 -2.99573227355399 3.93182563272433 3.80666 14.7
"250" 0 5.38449506278909 2.00148000021012 -2.99573227355399 2.39789527279837 3.13549 16.3
"251" 0 5.38449506278909 2.00148000021012 -1.42711635564015 1.98787434815435 2.3979 18.56
"253" 1 5.10594547390058 1.52605630349505 -1.07880966137193 2.63905732961526 2.56495 15.47
"254" 1 5.10594547390058 1.52605630349505 -1.07880966137193 2.12823170584927 3.29584 21.2
"255" 1 1.38629436111989 1.16315080980568 -0.2484613592985 2.70805020110221 4.5326 16.1
"256" 1 1.38629436111989 1.16315080980568 -0.105360515657826 2.39789527279837 4.58497 20.45
